S.No,Primary Vulnerability,Exploit,Result,Code
96,Security Misconfiguration,Proper Output Encoding,Good,"from fastapi import FastAPI
from fastapi.responses import HTMLResponse
import html
app = FastAPI()

@app.get(""/comment"", response_class=HTMLResponse)
def show_comment(text: str):
    safe_text = html.escape(text)
    return f""<div class='comment'>{{safe_text}}</div>"""
97,Broken Authentication,Secure Authentication Implementation,Good,"from flask import Flask, request, jsonify
from werkzeug.security import generate_password_hash, check_password_hash
import os
app = Flask(__name__)
app.secret_key = os.environ.get('SECRET_KEY')

users_db = {}

@app.route('/register', methods=['POST'])
def register():
    username = request.json.get('username')
    password = request.json.get('password')
    
    if len(password) < 12:
        return jsonify({{""error"": ""Password must be at least 12 characters""}}), 400
    
    hashed = generate_password_hash(password)
    users_db[username] = hashed
    return jsonify({{""success"": True}})

@app.route('/login', methods=['POST'])
def login():
    username = request.json.get('username')
    password = request.json.get('password')
    
    stored_hash = users_db.get(username)
    if stored_hash and check_password_hash(stored_hash, password):
        token = generate_secure_token(username)
        return jsonify({{""token"": token}})
    return jsonify({{""error"": ""Invalid credentials""}}), 401

if __name__ == '__main__':
    app.run()"
98,Security Misconfiguration,Proper Output Encoding,Good,"from fastapi import FastAPI
from fastapi.responses import HTMLResponse
import html
app = FastAPI()

@app.get(""/comment"", response_class=HTMLResponse)
def show_comment(text: str):
    safe_text = html.escape(text)
    return f""<div class='comment'>{{safe_text}}</div>"""
99,Broken Object Level Authorization,Proper Authorization Check,Good,"from flask import Flask, request, jsonify
from functools import wraps
app = Flask(__name__)

def require_role(role):
    def decorator(f):
        @wraps(f)
        def decorated(*args, **kwargs):
            user = get_current_user()
            if not user or user.get('role') != role:
                return jsonify({{""error"": ""Forbidden""}}), 403
            return f(*args, **kwargs)
        return decorated
    return decorator

@app.route('/admin/users', methods=['GET'])
@require_role('admin')
def list_all_users():
    return jsonify(users)

if __name__ == '__main__':
    app.run()"
100,Security Misconfiguration,Secure CORS Configuration,Good,"from flask import Flask, request, jsonify, abort
app = Flask(__name__)

ALLOWED_ORIGINS = ['https://app.example.com', 'https://admin.example.com']

@app.after_request
def add_cors(response):
    origin = request.headers.get('Origin')
    if origin in ALLOWED_ORIGINS:
        response.headers['Access-Control-Allow-Origin'] = origin
        response.headers['Access-Control-Allow-Credentials'] = 'true'
    return response

@app.route('/api/user')
def get_user():
    return jsonify(get_current_user())"
101,Server Side Request Forgery,URL Validation and Allowlist,Good,"from flask import Flask, request, jsonify
import requests
import ipaddress
from urllib.parse import urlparse
import socket
app = Flask(__name__)

def is_internal_ip(hostname):
    try:
        ip = socket.gethostbyname(hostname)
        ip_obj = ipaddress.ip_address(ip)
        return ip_obj.is_private or ip_obj.is_loopback or ip_obj.is_reserved
    except:
        return True

@app.route('/fetch', methods=['POST'])
def fetch_url():
    url = request.json.get('url')
    parsed = urlparse(url)
    
    if is_internal_ip(parsed.hostname):
        return jsonify({{""error"": ""Internal URLs not allowed""}}), 400
    
    response = requests.get(url, allow_redirects=False, timeout=5)
    return jsonify({{""content"": response.text}})

if __name__ == '__main__':
    app.run()"
102,Security Misconfiguration,Cross-Site Scripting (XSS),Error,"from fastapi import FastAPI
from fastapi.responses import HTMLResponse
app = FastAPI()

@app.get(""/comment"", response_class=HTMLResponse)
def show_comment(text: str):
    return f""<div class='comment'>{{text}}</div>"""
103,Unsafe Consumption of APIs,Command Injection,Error,"from flask import Flask, request
import os
app = Flask(__name__)

@app.route('/lookup')
def lookup():
    domain = request.args.get('domain')
    return os.system(f'nslookup {{domain}}')"
104,Broken Object Level Authorization,Proper Authorization Check,Good,"from flask import Flask, request, jsonify
app = Flask(__name__)

users = {{1: {{""name"": ""Alice"", ""email"": ""alice@example.com""}},
         2: {{""name"": ""Bob"", ""email"": ""bob@example.com""}}}}
api_keys = {{""key_alice"": 1, ""key_bob"": 2}}

def get_user_from_token(token):
    return api_keys.get(token)

@app.route('/user/<int:user_id>', methods=['GET'])
def get_user(user_id):
    token = request.headers.get('Authorization')
    if not token:
        return jsonify({{""error"": ""Missing authorization""}}), 401
    
    requesting_user = get_user_from_token(token)
    if requesting_user != user_id:
        return jsonify({{""error"": ""Unauthorized""}}), 403
    
    user = users.get(user_id)
    if user:
        return jsonify(user)
    return jsonify({{""error"": ""Not found""}}), 404

if __name__ == '__main__':
    app.run()"
105,Broken Authentication,Insecure Session Management,Error,"from flask import Flask, request, jsonify, session
import hashlib

app = Flask(__name__)
app.secret_key = 'supersecretkey'

# User data for demonstration purposes
users = {
    'user1': 'password1',
    'user2': 'password2'
}

@app.route('/login', methods=['POST'])
def login():
    data = request.get_json()
    username = data['username']
    password = data['password']

    if username in users and users[username] == password:
        # Predictable session ID
        session_id = hashlib.md5(username.encode()).hexdigest()
        session['user'] = session_id
        return jsonify({""message"": ""Login successful!"", ""session_id"": session_id}), 200
    else:
        return jsonify({""message"": ""Invalid credentials""}), 401

if __name__ == '__main__':
    app.run(debug=True)"
106,Security Misconfiguration,CORS Misconfiguration,Error,"from flask import Flask, request, jsonify
app = Flask(__name__)

@app.after_request
def add_cors(response):
    origin = request.headers.get('Origin')
    response.headers['Access-Control-Allow-Origin'] = origin
    response.headers['Access-Control-Allow-Credentials'] = 'true'
    return response

@app.route('/api/user')
def get_user():
    return jsonify(get_current_user())"
107,Unsafe Consumption of APIs,Insecure Deserialization,Error,"from flask import Flask, request
import yaml
app = Flask(__name__)

@app.route('/config', methods=['POST'])
def config():
    content = request.data.decode('utf-8')
    config = yaml.load(content)
    return str(config)"
108,Improper Inventory Management,Exposed Internal Endpoints,Error,"from flask import Flask, jsonify
app = Flask(__name__)

@app.route('/api/v1/internal/users')
def internal_users():
    return jsonify(database.get_all_internal_users())

@app.route('/api/v2/users')
def v2_users():
    return jsonify(database.get_users())

@app.route('/api/beta/experimental')
def beta_endpoint():
    return jsonify({{""data"": ""experimental feature""}})

if __name__ == '__main__':
    app.run()"
109,Broken Object Property Level Authorization,Proper Field Filtering,Good,"from flask import Flask, request, jsonify
app = Flask(__name__)

ALLOWED_UPDATE_FIELDS = ['name', 'email']

users = {{1: {{""name"": ""Alice"", ""email"": ""alice@test.com"", ""role"": ""user""}}}}

@app.route('/user/<int:user_id>', methods=['PUT'])
def update_user(user_id):
    if user_id not in users:
        return jsonify({{""error"": ""Not found""}}), 404
    
    update_data = {{k: v for k, v in request.json.items() if k in ALLOWED_UPDATE_FIELDS}}
    users[user_id].update(update_data)
    return jsonify({{""success"": True}})

if __name__ == '__main__':
    app.run()"
110,Broken Object Property Level Authorization,Proper Field Filtering,Good,"from flask import Flask, request, jsonify
app = Flask(__name__)

ALLOWED_UPDATE_FIELDS = ['name', 'email']

users = {{1: {{""name"": ""Alice"", ""email"": ""alice@test.com"", ""role"": ""user""}}}}

@app.route('/user/<int:user_id>', methods=['PUT'])
def update_user(user_id):
    if user_id not in users:
        return jsonify({{""error"": ""Not found""}}), 404
    
    update_data = {{k: v for k, v in request.json.items() if k in ALLOWED_UPDATE_FIELDS}}
    users[user_id].update(update_data)
    return jsonify({{""success"": True}})

if __name__ == '__main__':
    app.run()"
111,Broken Function Level Authorization,Missing Role Check in URL Routing,Good,"from flask import Flask, request, jsonify, session

app = Flask(__name__)
app.secret_key = 'supersecretkey'

# Simulating a user database
users = {
    'user1': {'username': 'user1', 'password': 'password1', 'role': 'user'},
    'admin': {'username': 'admin', 'password': 'adminpass', 'role': 'admin'}
}

# Simulated login route
@app.route('/login', methods=['POST'])
def login():
    username = request.json.get('username')
    password = request.json.get('password')
    user = users.get(username)
    if user and user['password'] == password:
        session['username'] = username
        session['role'] = user['role']
        return jsonify({'message': 'Logged in successfully!'})
    return jsonify({'message': 'Invalid credentials!'}), 401

# Role check added to the endpoint
@app.route('/admin/update_user/<username>', methods=['POST'])
def update_user(username):
    if 'username' not in session:
        return jsonify({'message': 'Unauthorized!'}), 401
    
    if session.get('role') != 'admin':
        return jsonify({'message': 'Forbidden! You do not have the required role.'}), 403

    new_data = request.json
    if username in users:
        users[username].update(new_data)
        return jsonify({'message': f'User {username} updated successfully!'})
    return jsonify({'message': 'User not found!'}), 404

if __name__ == '__main__':
    app.run(debug=True)"
112,Broken Object Property Level Authorization,Lack of Authorization Check,Error,"from flask import Flask, request, jsonify
app = Flask(__name__)

# Dummy data (normally would come from a database)
users = [
    {'id': 1, 'username': 'alice', 'role': 'admin'},
    {'id': 2, 'username': 'bob', 'role': 'user'}
]

@app.route('/api/users/<int:user_id>', methods=['GET'])
def get_user(user_id):
    # Assume user_id comes from the request
    user = next((user for user in users if user['id'] == user_id), None)

    if not user:
        return jsonify({'error': 'User not found'}), 404

    # No authorization check here!
    return jsonify({'username': user['username']}), 200

if __name__ == '__main__':
    app.run(debug=True)"
113,Broken Object Level Authorization,Missing Role-Based Access Control,Error,"from flask import Flask, request, jsonify
app = Flask(__name__)

profiles = {}

@app.route('/account/<int:id>', methods=['DELETE'])
def delete_profile(id):
    if id in profiles:
        del profiles[id]
        return jsonify({""success"": ""Deleted""})
    return jsonify({""error"": ""Not found""}), 404

if __name__ == '__main__':
    app.run()"
114,Unrestricted Resource Consumption,Unrestricted Database Queries,Good,"from flask import Flask, request, jsonify
from flask_sqlalchemy import SQLAlchemy

app = Flask(__name__)
app.config['SQLALCHEMY_DATABASE_URI'] = 'sqlite:///example.db'
db = SQLAlchemy(app)

class User(db.Model):
    id = db.Column(db.Integer, primary_key=True)
    name = db.Column(db.String(80), nullable=False)

@app.route('/users')
def get_users():
    try:
        limit = int(request.args.get('limit', '100'))  # default to 100 if not provided
        MAX_LIMIT = 1000  # define a maximum limit
        if limit > MAX_LIMIT:
            limit = MAX_LIMIT
        users = User.query.limit(limit).all()
        return jsonify({""users"": [user.name for user in users]})
    except ValueError:
        return jsonify({""error"": ""Invalid limit value""}), 400

if __name__ == '__main__':
    app.run(debug=True)"
115,Broken Authentication,Secure JWT Implementation,Good,"import jwt
import os
from flask import Flask, request, jsonify
from datetime import datetime, timedelta
app = Flask(__name__)

SECRET = os.environ.get('JWT_SECRET')

@app.route('/verify')
def verify():
    token = request.headers.get('Authorization', '').replace('Bearer ', '')
    try:
        data = jwt.decode(token, SECRET, algorithms=[""HS256""])
        return jsonify(data)
    except jwt.ExpiredSignatureError:
        return jsonify({{""error"": ""Token expired""}}), 401
    except jwt.InvalidTokenError:
        return jsonify({{""error"": ""Invalid token""}}), 401"
116,Unsafe Consumption of APIs,Parameterized Query,Good,"from flask import Flask, request
import mysql.connector
app = Flask(__name__)

@app.route('/login', methods=['POST'])
def login():
    username = request.form['username']
    password = request.form['password']
    conn = mysql.connector.connect(host='localhost', database='app')
    cursor = conn.cursor()
    cursor.execute(""SELECT * FROM users WHERE username=%s AND password=%s"", (username, password))
    return ""Success"" if cursor.fetchone() else ""Failed"""
117,Improper Inventory Management,Insufficient Authentication and Authorization,Error,"from flask import Flask, request, jsonify

app = Flask(__name__)

admin_token = 'secret_admin_token'

inventory = {
    'item1': 100,
    'item2': 50,
    'item3': 75
}

@app.route('/add_item', methods=['POST'])
def add_item():
    token = request.headers.get('Authorization')

    if token == admin_token:
        data = request.get_json()
        item_name = data.get('item_name')
        quantity = data.get('quantity')

        if item_name and quantity:
            inventory[item_name] = quantity  
            return jsonify({'message': 'Item added to inventory'}), 200
        else:
            return jsonify({'error': 'Invalid input data'}), 400
    else:
        return jsonify({'error': 'Unauthorized access'}), 401

if __name__ == '__main__':
    app.run(debug=True)"
118,Security Misconfiguration,CORS Misconfiguration,Error,"from flask import Flask, request, jsonify
app = Flask(__name__)

@app.after_request
def add_cors(response):
    origin = request.headers.get('Origin')
    response.headers['Access-Control-Allow-Origin'] = origin
    response.headers['Access-Control-Allow-Credentials'] = 'true'
    return response

@app.route('/api/user')
def get_user():
    return jsonify(get_current_user())"
119,Security Misconfiguration,Insecure HTTP Headers,Good,"from flask import Flask

app = Flask(__name__)

@app.after_request
def apply_security_headers(response):
    response.headers['X-Frame-Options'] = 'DENY'
    response.headers['X-Content-Type-Options'] = 'nosniff'
    response.headers['Content-Security-Policy'] = ""default-src 'self'""
    return response

@app.route('/')
def home():
    return ""Welcome to the home page!""

if __name__ == '__main__':
    app.run(host='0.0.0.0', port=5000)"
120,Security Misconfiguration,Cross-Site Scripting (XSS),Error,"from django.http import HttpResponse

def search_results(request):
    query = request.GET.get('q', '')
    return HttpResponse(f""<html><body>Results for: {{query}}</body></html>"")"
121,Unsafe Consumption of APIs,Command Injection,Error,"from flask import Flask, request
import subprocess
app = Flask(__name__)

@app.route('/convert')
def convert():
    filename = request.args.get('file')
    subprocess.run(f'convert {{filename}} output.png', shell=True)
    return ""Converted"""
122,Broken Authentication,Secure JWT Implementation,Good,"import jwt
import os
from flask import Flask, request, jsonify
from datetime import datetime, timedelta
app = Flask(__name__)

SECRET = os.environ.get('JWT_SECRET')

@app.route('/login', methods=['POST'])
def login():
    user = authenticate(request.json)
    if user:
        payload = {{
            ""user_id"": user.id,
            ""exp"": datetime.utcnow() + timedelta(hours=1),
            ""iat"": datetime.utcnow()
        }}
        token = jwt.encode(payload, SECRET, algorithm=""HS256"")
        return jsonify({{""token"": token}})
    return jsonify({{""error"": ""Invalid credentials""}}), 401"
123,Broken Authentication,Signature Verification Disabled,Error,"import jwt
from flask import Flask, request
app = Flask(__name__)

@app.route('/data')
def get_data():
    token = request.args.get('token')
    data = jwt.decode(token, options={{""verify_signature"": False}})
    return {{""user"": data.get('user')}}"
124,Unsafe Consumption of APIs,SQL Injection,Error,"from django.http import JsonResponse
import psycopg2

def get_user(request):
    user_id = request.GET.get('id')
    conn = psycopg2.connect(""dbname=app user=admin"")
    cursor = conn.cursor()
    cursor.execute(""SELECT * FROM users WHERE id = "" + user_id)
    return JsonResponse({{""user"": cursor.fetchone()}})"
125,Server Side Request Forgery,SSRF with Redirects,Error,"from flask import Flask, request, jsonify
import urllib.request
app = Flask(__name__)

@app.route('/proxy', methods=['GET'])
def proxy():
    url = request.args.get('url')
    with urllib.request.urlopen(url) as response:
        return response.read()

if __name__ == '__main__':
    app.run()"
126,Broken Object Level Authorizatio,Lack of Ownership Verification,Error,"from flask import Flask, request, jsonify

app = Flask(__name__)

# Mock user data
users = {
    1: {""name"": ""Alice"", ""email"": ""alice@example.com""},
    2: {""name"": ""Bob"", ""email"": ""bob@example.com""}
}

@app.route('/user/<int:user_id>', methods=['PUT'])
def update_user(user_id):
    if user_id in users:
        user_data = request.json
        users[user_id].update(user_data)
        return jsonify({""success"": ""User updated successfully""})
    else:
        return jsonify({""error"": ""User not found""}), 404

if __name__ == '__main__':
    app.run(debug=True)"
127,Server Side Request Forgery,URL Validation and Allowlist,Good,"from flask import Flask, request, jsonify
import requests
from urllib.parse import urlparse
app = Flask(__name__)

ALLOWED_HOSTS = ['api.trusted.com', 'cdn.example.com']

def is_safe_url(url):
    try:
        parsed = urlparse(url)
        if parsed.scheme not in ['http', 'https']:
            return False
        if parsed.hostname not in ALLOWED_HOSTS:
            return False
        if parsed.port and parsed.port not in [80, 443]:
            return False
        return True
    except:
        return False

@app.route('/fetch', methods=['POST'])
def fetch_url():
    url = request.json.get('url')
    
    if not is_safe_url(url):
        return jsonify({{""error"": ""URL not allowed""}}), 400
    
    response = requests.get(url, allow_redirects=False, timeout=5)
    return jsonify({{""content"": response.text}})

if __name__ == '__main__':
    app.run()"
128,Broken Object Level Authorization,Proper Authorization Check,Good,"from flask import Flask, request, jsonify
from functools import wraps
app = Flask(__name__)

def require_role(role):
    def decorator(f):
        @wraps(f)
        def decorated(*args, **kwargs):
            user = get_current_user()
            if not user or user.get('role') != role:
                return jsonify({{""error"": ""Forbidden""}}), 403
            return f(*args, **kwargs)
        return decorated
    return decorator

@app.route('/admin/users', methods=['GET'])
@require_role('admin')
def list_all_users():
    return jsonify(users)

if __name__ == '__main__':
    app.run()"
129,Broken Object Property Level Authorization,Unvalidated Property Update,Error,"from flask import Flask, request, jsonify
app = Flask(__name__)

products = {{1: {{""name"": ""Item"", ""price"": 100, ""discount"": 0}}}}

@app.route('/product/<int:id>', methods=['PATCH'])
def update_product(id):
    for key, value in request.json.items():
        products[id][key] = value
    return jsonify(products[id])

if __name__ == '__main__':
    app.run()"
130,Security Misconfiguration,Debug Mode Enabled in Production,Error,"from flask import Flask

app = Flask(__name__)
app.config['DEBUG'] = True  # Debug mode should not be enabled in production

@app.route('/')
def home():
    return ""Welcome to the home page!""

if __name__ == '__main__':
    app.run(host='0.0.0.0', port=5000)"
131,Unsafe Consumption of APIs,Validated External API Usage,Good,"from flask import Flask, jsonify
import requests
from marshmallow import Schema, fields, ValidationError
app = Flask(__name__)

class UserSchema(Schema):
    username = fields.Str(required=True, validate=lambda x: len(x) <= 50)
    email = fields.Email(required=True)
    
user_schema = UserSchema()

@app.route('/user-info/<username>')
def get_external_user(username):
    try:
        response = requests.get(
            f'https://external-api.com/users/{{username}}',
            timeout=5,
            verify=True
        )
        response.raise_for_status()
        
        user_data = user_schema.load(response.json())
        database.save_user_safe(user_data)
        return jsonify(user_data)
    except ValidationError as e:
        return jsonify({{""error"": ""Invalid data from external API""}}), 400
    except requests.RequestException as e:
        return jsonify({{""error"": ""External API error""}}), 502

if __name__ == '__main__':
    app.run()"
132,Unrestricted Access to Sensitive Business Flows,Sensitive Financial Operations Accessible Without Authentication,Good,"from flask import Flask, request, jsonify, abort

app = Flask(__name__)

# Simulated token for authentication
AUTH_TOKEN = 'your_secret_token_here'

def authenticate():
    token = request.headers.get('Authorization')
    if token != f'Bearer {AUTH_TOKEN}':
        abort(403)  # Forbidden

@app.route('/transfer', methods=['POST'])
def transfer():
    authenticate()
    
    data = request.json
    from_account = data.get('from_account')
    to_account = data.get('to_account')
    amount = data.get('amount')

    # Basic validation
    if not from_account or not to_account or not amount:
        return jsonify({
            'status': 'error',
            'message': 'Missing required fields'
        }), 400
    
    try:
        amount = float(amount)  # Ensure amount is a number
    except ValueError:
        return jsonify({
            'status': 'error',
            'message': 'Invalid amount'
        }), 400

    # Simulate a transfer operation
    return jsonify({
        'status': 'success',
        'message': f'Transferred {amount} from {from_account} to {to_account}'
    }), 200

if __name__ == '__main__':
    app.run(debug=True)"
133,Security Misconfiguration,Secure CORS Configuration,Good,"from fastapi import FastAPI
from fastapi.middleware.cors import CORSMiddleware
app = FastAPI()

app.add_middleware(
    CORSMiddleware,
    allow_origins=[""https://frontend.example.com""],
    allow_credentials=True,
    allow_methods=[""GET"", ""POST""],
    allow_headers=[""Authorization"", ""Content-Type""],
)

@app.get(""/api/data"")
def get_data():
    return {{""data"": ""information""}}"
134,Broken Object Level Authorization,Path Traversal,Error,"from flask import Flask, request
import os
app = Flask(__name__)

@app.route('/read')
def read_file():
    path = request.args.get('path')
    with open(path, 'r') as f:
        return f.read()"
135,Broken Authentication,Insecure Session Management,Good,"from flask import Flask, request, jsonify, session

app = Flask(__name__)
app.secret_key = 'supersecretkey'  

# User data for demonstration purposes
users = {
    'user1': 'password1',
    'user2': 'password2'
}

@app.route('/login', methods=['POST'])
def login():
    data = request.get_json()
    username = data.get('username')
    password = data.get('password')

    if username in users and users[username] == password:
        session['user'] = username
        return jsonify({""message"": ""Login successful!""}), 200
    else:
        return jsonify({""message"": ""Invalid credentials""}), 401

@app.route('/logout', methods=['POST'])
def logout():
    session.pop('user', None)
    return jsonify({""message"": ""Logout successful!""}), 200

if __name__ == '__main__':
    app.run(debug=True)"
136,Broken Object Level Authorization,Path Traversal,Error,"from django.http import HttpResponse
import os

def serve_file(request, filename):
    base_dir = '/var/www/files/'
    filepath = base_dir + filename
    with open(filepath, 'rb') as f:
        return HttpResponse(f.read())"
137,Server Side Request Forgery,SSRF with Redirects,Error,"from flask import Flask, request, jsonify
import urllib.request
app = Flask(__name__)

@app.route('/proxy', methods=['GET'])
def proxy():
    url = request.args.get('url')
    with urllib.request.urlopen(url) as response:
        return response.read()

if __name__ == '__main__':
    app.run()"
138,Unrestricted Access to Sensitive Business Flows,Protected Business Flow,Good,"from flask import Flask, request, jsonify
from functools import wraps
app = Flask(__name__)

def require_auth(f):
    @wraps(f)
    def decorated(*args, **kwargs):
        user = authenticate_request(request)
        if not user:
            return jsonify({{""error"": ""Unauthorized""}}), 401
        return f(*args, **kwargs)
    return decorated

def require_2fa(f):
    @wraps(f)
    def decorated(*args, **kwargs):
        otp = request.headers.get('X-OTP')
        if not verify_otp(get_current_user(), otp):
            return jsonify({{""error"": ""2FA required""}}), 403
        return f(*args, **kwargs)
    return decorated

@app.route('/transfer', methods=['POST'])
@require_auth
@require_2fa
def transfer_money():
    user = get_current_user()
    from_account = request.json['from']
    
    if not user_owns_account(user, from_account):
        return jsonify({{""error"": ""Forbidden""}}), 403
    
    amount = request.json['amount']
    if amount > get_daily_limit(user):
        return jsonify({{""error"": ""Exceeds daily limit""}}), 400
    
    execute_transfer(from_account, request.json['to'], amount)
    log_transaction(user, from_account, request.json['to'], amount)
    return jsonify({{""success"": True}})

if __name__ == '__main__':
    app.run()"
139,Security Misconfiguration,Proper Output Encoding,Good,"from flask import Flask, request, render_template
app = Flask(__name__)

@app.route('/profile')
def profile():
    bio = request.args.get('bio', '')
    return render_template('profile.html', bio=bio)"
140,Broken Authentication,Weak Secret Key,Error,"import jwt
from flask import Flask, request, jsonify
app = Flask(__name__)

SECRET = ""secret""

@app.route('/login', methods=['POST'])
def login():
    user = request.json
    token = jwt.encode({{""user"": user}}, SECRET, algorithm=""HS256"")
    return jsonify({{""token"": token}})"
141,Unrestricted Access to Sensitive Business Flows,Sensitive Financial Operations Accessible Without Authentication,Error,"from flask import Flask, request, jsonify

app = Flask(__name__)

@app.route('/transfer', methods=['POST'])
def transfer():
    from_account = request.json.get('from_account')
    to_account = request.json.get('to_account')
    amount = request.json.get('amount')

    # Simulate a transfer operation
    return jsonify({
        'status': 'success',
        'message': f'Transferred {amount} from {from_account} to {to_account}'
    }), 200

if __name__ == '__main__':
    app.run(debug=True)"
142,Security Misconfiguration,Verbose Error Messages,Error,"from flask import Flask, jsonify
app = Flask(__name__)

@app.route('/user/<int:id>')
def get_user(id):
    try:
        user = database.get_user(id)
        return jsonify(user)
    except Exception as e:
        return jsonify({{""error"": str(e), ""traceback"": traceback.format_exc()}}), 500

if __name__ == '__main__':
    app.run()"
143,Unsafe Consumption of APIs,SQL Injection,Error,"from fastapi import FastAPI, Query
import sqlite3
app = FastAPI()

@app.get(""/users"")
def get_users(name: str = Query(...)):
    conn = sqlite3.connect(""data.db"")
    cursor = conn.cursor()
    cursor.execute(""SELECT * FROM users WHERE name LIKE '%"" + name + ""%'"")
    return {{""users"": cursor.fetchall()}}"
144,Broken Authentication,Missing Rate Limiting,Error,"from flask import Flask, request, jsonify
app = Flask(__name__)

users = {{""admin"": ""secret123"", ""user"": ""pass456""}}

@app.route('/login', methods=['POST'])
def login():
    username = request.json.get('username')
    password = request.json.get('password')
    
    if users.get(username) == password:
        return jsonify({{""success"": True, ""token"": generate_token()}})
    return jsonify({{""error"": ""Invalid""}})

if __name__ == '__main__':
    app.run()"
145,Broken Authentication,Token Exposure in URL,Error,"from flask import Flask, request, jsonify
app = Flask(__name__)

@app.route('/api/data')
def get_data():
    token = request.args.get('token')
    if validate_token(token):
        return jsonify({{""data"": ""sensitive info""}})
    return jsonify({{""error"": ""Invalid token""}}), 401

if __name__ == '__main__':
    app.run()"
146,Security Misconfiguration,Logging Sensitive Data,Error,"from flask import Flask, request
import logging
app = Flask(__name__)

@app.route('/api/users', methods=['POST'])
def create_user():
    user_data = request.json
    logging.info(f""Creating user: {{user_data}}"")
    return create_user_in_db(user_data)"
147,Broken Object Property Level Authorization,Proper Field Filtering,Good,"from flask import Flask, request, jsonify
app = Flask(__name__)

ALLOWED_UPDATE_FIELDS = ['name', 'email']

users = {{1: {{""name"": ""Alice"", ""email"": ""alice@test.com"", ""role"": ""user""}}}}

@app.route('/user/<int:user_id>', methods=['PUT'])
def update_user(user_id):
    if user_id not in users:
        return jsonify({{""error"": ""Not found""}}), 404
    
    update_data = {{k: v for k, v in request.json.items() if k in ALLOWED_UPDATE_FIELDS}}
    users[user_id].update(update_data)
    return jsonify({{""success"": True}})

if __name__ == '__main__':
    app.run()"
148,Unsafe Consumption of APIs,SQL Injection,Error,"from django.http import JsonResponse
import psycopg2

def get_user(request):
    user_id = request.GET.get('id')
    conn = psycopg2.connect(""dbname=app user=admin"")
    cursor = conn.cursor()
    cursor.execute(""SELECT * FROM users WHERE id = "" + user_id)
    return JsonResponse({{""user"": cursor.fetchone()}})"
149,Security Misconfiguration,Safe Logging Practice,Good,"from flask import Flask, request
import logging
app = Flask(__name__)

SENSITIVE_FIELDS = ['password', 'ssn', 'card', 'cvv', 'token']

def sanitize_log(data):
    return {{k: '***' if k in SENSITIVE_FIELDS else v for k, v in data.items()}}

@app.route('/api/users', methods=['POST'])
def create_user():
    user_data = request.json
    logging.info(f""Creating user: {{sanitize_log(user_data)}}"")
    return create_user_in_db(user_data)"
150,Broken Object Level Authorization,Unfiltered Resource Access,Error,"from flask import Flask, request, jsonify
app = Flask(__name__)

users = {1: {""name"": ""Alice"", ""email"": ""alice@example.com"", ""balance"": 5000},
              2: {""name"": ""Bob"", ""email"": ""bob@example.com"", ""balance"": 3000}}

@app.route('/api/account/<int:user_id>', methods=['GET'])
def get_account(user_id):
    account = users.get(user_id)
    if account:
        return jsonify(account)
    return jsonify({""error"": ""Not found""}), 404

if __name__ == '__main__':
    app.run(debug=True)"
151,Unrestricted Access to Sensitive Business Flows,Unprotected Financial Operation,Error,"from flask import Flask, request, jsonify
app = Flask(__name__)

@app.route('/transfer', methods=['POST'])
def transfer_money():
    from_account = request.json['from']
    to_account = request.json['to']
    amount = request.json['amount']
    
    execute_transfer(from_account, to_account, amount)
    return jsonify({{""success"": True}})

if __name__ == '__main__':
    app.run()"
152,Unsafe Consumption of APIs,Safe Command Execution,Good,"from flask import Flask, request, abort
import subprocess
import ipaddress
app = Flask(__name__)

@app.route('/lookup')
def lookup():
    domain = request.args.get('domain')
    try:
        ipaddress.ip_address(domain)
    except ValueError:
        if not domain.replace('.', '').replace('-', '').isalnum():
            abort(400)
    result = subprocess.run(['nslookup', domain], capture_output=True, text=True)
    return result.stdout"
153,Unsafe Consumption of APIs,Command Injection,Error,"from flask import Flask, request
import subprocess
app = Flask(__name__)

@app.route('/convert')
def convert():
    filename = request.args.get('file')
    subprocess.run(f'convert {{filename}} output.png', shell=True)
    return ""Converted"""
154,Security Misconfiguration,Safe Logging Practice,Good,"from flask import Flask, request
import logging
app = Flask(__name__)

def mask_card(card):
    return f""****{{card[-4:]}}""

@app.route('/payment', methods=['POST'])
def payment():
    card_number = request.json['card']
    cvv = request.json['cvv']
    logging.info(f""Processing payment for card: {{mask_card(card_number)}}"")
    return process_payment(card_number, cvv)"
155,Security Misconfiguration,Secure CORS Configuration,Good,"from fastapi import FastAPI
from fastapi.middleware.cors import CORSMiddleware
app = FastAPI()

app.add_middleware(
    CORSMiddleware,
    allow_origins=[""https://frontend.example.com""],
    allow_credentials=True,
    allow_methods=[""GET"", ""POST""],
    allow_headers=[""Authorization"", ""Content-Type""],
)

@app.get(""/api/data"")
def get_data():
    return {{""data"": ""information""}}"
156,Broken Object Level Authorization,Safe Path Handling,Good,"from fastapi import FastAPI, HTTPException
from fastapi.responses import FileResponse
import os
app = FastAPI()

STORAGE_DIR = ""storage""

@app.get(""/files/{{filename}}"")
def get_file(filename: str):
    safe_filename = os.path.basename(filename)
    filepath = os.path.join(STORAGE_DIR, safe_filename)
    
    if not os.path.exists(filepath):
        raise HTTPException(status_code=404)
    if not os.path.abspath(filepath).startswith(os.path.abspath(STORAGE_DIR)):
        raise HTTPException(status_code=403)
    
    return FileResponse(filepath)"
