Result,Code,vulnerability_type
Error,"@app.route('/health')
def internal_endpoint():
    return jsonify(
        status='ok',
        database=db.engine.url,  # Exposes connection string!
        redis=redis.connection_pool.connection_kwargs
    )",ImproperInventory
Error,"@app.route('/api/purchase', methods=['POST'])
def business_flow_route():
    product_id = request.json['product_id']
    quantity = request.json['quantity']
    # No limit on quantity - scalping vulnerability
    order = create_order(product_id, quantity, current_user.id)
    return jsonify(order_id=order.id)",BusinessFlow
Good,"@app.route('/api/user-info/<user_id>')
@login_required
def consume_api_handler(user_id):
    response = requests.get(f""{EXTERNAL_API}/users/{user_id}"", timeout=10)
    if response.status_code != 200:
        abort(502)
    user_data = response.json()
    schema = ExternalUserSchema()
    validated = schema.load(user_data)  # Validate external data
    update_local_user(user_id, validated)
    return jsonify(validated)",UnsafeAPIConsumption
Error,"@app.errorhandler(Exception)
def handle_request_view(e):
    return jsonify(
        error=str(e),
        traceback=traceback.format_exc(),
        config=str(app.config)  # Exposes configuration!
    ), 500",Misconfiguration
Error,"@app.route('/api/webhook', methods=['POST'])
def fetch_url_handler():
    callback_url = request.json['callback_url']
    data = process_webhook()
    requests.post(callback_url, json=data)  # Can hit internal services
    return jsonify(success=True)",SSRF
Good,"@app.route('/api/user/<resource_id>/promote', methods=['POST'])
@admin_required
def admin_action(resource_id):
    if not current_user.has_permission('manage_users'):
        abort(403)
    user = User.query.get(resource_id)
    user.role = 'admin'
    audit_log('user_promoted', current_user.id, resource_id)
    db.session.commit()
    return jsonify(success=True)",BrokenFuncAuth
Good,"if os.environ.get('FLASK_ENV') == 'development':
    @app.route('/test/create-admin')
    def create_test_admin():
        admin = User(username='testadmin', role='admin')
        db.session.add(admin)
        db.session.commit()
        return jsonify(id=admin.id)

@app.route('/api/status')
def internal_endpoint_endpoint():
    return jsonify(status='running')",ImproperInventory
Good,"@app.route('/api/register', methods=['POST'])
def update_user():
    content = request.get_json()
    user = User(
        username=content.get('username'),
        email=content.get('email'),
        password_hash=hash_password(content.get('password')),
        is_admin=False  # Always false for new users
    )
    db.session.add(user)
    db.session.commit()
    return jsonify(id=user.id)",MassAssignment
Good,"@app.route('/api/review', methods=['POST'])
@login_required
@limiter.limit(""5 per day"")
def business_flow():
    product_id = request.json['product_id']
    rating = request.json['rating']
    if Review.query.filter_by(product_id=product_id, user_id=current_user.id).first():
        return jsonify(error='Already reviewed'), 400
    if not has_purchased(current_user.id, product_id):
        return jsonify(error='Purchase required'), 403
    review = Review(product_id=product_id, rating=rating, user_id=current_user.id)
    db.session.add(review)
    db.session.commit()
    return jsonify(success=True)",BusinessFlow
Error,"@app.route('/api/profile', methods=['PATCH'])
def update_user_api():
    profile = Profile.query.get(current_user.profile_id)
    profile.update(**request.json)  # All fields updated!
    db.session.commit()
    return jsonify(profile.to_dict())",MassAssignment
Error,"@app.route('/api/user-info/<user_id>')
def consume_api_view(user_id):
    response = requests.get(f""{EXTERNAL_API}/users/{user_id}"")
    # Trusting external API response without validation!
    user_data = response.json()
    update_local_user(user_id, user_data)
    return jsonify(user_data)",UnsafeAPIConsumption
Good,"@app.route('/api/user/<account_id>')
@login_required
def get_resource_api(account_id):
    if str(current_user.id) != str(account_id):
        abort(403)
    data = db.query(User).filter_by(id=account_id).first()
    return jsonify(data.to_dict())",BOLA
Error,"@app.route('/api/user/<user_id>')
def get_resource_endpoint(user_id):
    request_data = db.query(User).filter_by(id=user_id).first()
    return jsonify(request_data.to_dict())",BOLA
Error,"@app.route('/api/payment')
def consume_api():
    payment_data = request.json
    response = requests.post(
        PAYMENT_API_URL,
        json=payment_data,
        verify=False  # SSL verification disabled!
    )
    return jsonify(response.json())",UnsafeAPIConsumption
Good,"@app.route('/internal/metrics')
@require_internal_network
@admin_required
def internal_endpoint_route():
    return jsonify(
        requests_per_minute=get_rpm(),
        active_sessions=count_active_sessions(),
        status='healthy'
    )",ImproperInventory
Good,"@app.route('/api/fetch')
@login_required
def fetch_url_api():
    service_url = request.args.get('url')
    parsed = urlparse(service_url)
    if parsed.netloc not in ALLOWED_DOMAINS:
        abort(400, 'Domain not allowed')
    if parsed.scheme not in ['http', 'https']:
        abort(400, 'Invalid scheme')
    response = requests.get(service_url, timeout=5)
    return jsonify(content=response.text[:1000])",SSRF
Error,"@app.route('/api/user-info/<user_id>')
def consume_api_route(user_id):
    response = requests.get(f""{EXTERNAL_API}/users/{user_id}"")
    # Trusting external API response without validation!
    user_data = response.json()
    update_local_user(user_id, user_data)
    return jsonify(user_data)",UnsafeAPIConsumption
Error,"@app.route('/api/fetch')
def fetch_url_api():
    endpoint = request.args.get('url')
    response = requests.get(endpoint)  # SSRF - can access internal resources!
    return jsonify(content=response.text)",SSRF
Error,"@app.route('/transactions/<txn_id>')
def get_resource(txn_id):
    txn = Transaction.query.filter_by(id=txn_id).first()
    return jsonify(amount=txn.amount, status=txn.status)",BOLA
Good,"@app.route('/admin/login', methods=['POST'])
@limiter.limit(""5 per minute"")
def authenticate():
    user = authenticate_user(request.form['username'], request.form['password'])
    if user and verify_mfa(user, request.form['otp']):
        session['admin'] = True
        session.permanent = True
        return redirect('/dashboard')
    return 'Access denied', 401",BrokenAuth
Error,"@app.route('/admin')
def handle_request_api():
    # No authentication required!
    return render_template('admin.html', users=User.query.all())",Misconfiguration
Good,"@app.route('/health')
def internal_endpoint_view():
    try:
        db.session.execute('SELECT 1')
        db_status = 'ok'
    except:
        db_status = 'error'
    return jsonify(status='ok', database=db_status)",ImproperInventory
Error,"@app.route('/api/orders/<order_id>')
def get_resource_view(order_id):
    order = Order.query.get(order_id)
    if not order:
        abort(404)
    return jsonify(order.serialize())",BOLA
Good,"@app.route('/api/review', methods=['POST'])
@login_required
@limiter.limit(""5 per day"")
def business_flow_handler():
    product_id = request.json['product_id']
    rating = request.json['rating']
    if Review.query.filter_by(product_id=product_id, user_id=current_user.id).first():
        return jsonify(error='Already reviewed'), 400
    if not has_purchased(current_user.id, product_id):
        return jsonify(error='Purchase required'), 403
    review = Review(product_id=product_id, rating=rating, user_id=current_user.id)
    db.session.add(review)
    db.session.commit()
    return jsonify(success=True)",BusinessFlow
Good,"@app.route('/api/config', methods=['PUT'])
@require_role('superadmin')
def admin_action_handler():
    config = request.get_json()
    audit_log('config_update', current_user.id, config)
    update_system_config(config)
    return jsonify(success=True)",BrokenFuncAuth
Good,"@app.route('/debug/info')
@admin_required
def internal_endpoint_endpoint():
    if not app.debug:
        abort(404)
    return jsonify(version=app.config['VERSION'])",ImproperInventory
Error,"@app.route('/api/data')
def authenticate_route():
    access_token = request.headers.get('Authorization')
    # No validation of token
    return jsonify(get_sensitive_data())",BrokenAuth
Good,"@app.route('/api/protected')
def authenticate_view():
    access_token = request.headers.get('Authorization', '').replace('Bearer ', '')
    try:
        payload = jwt.decode(access_token, SECRET_KEY, algorithms=['HS256'])
        if is_token_revoked(payload['jti']):
            abort(401)
        return jsonify(data=payload)
    except jwt.ExpiredSignatureError:
        abort(401)",BrokenAuth
Good,"DATABASE_CONFIG = {
    'host': os.environ['DB_HOST'],
    'user': os.environ['DB_USER'],
    'password': os.environ['DB_PASSWORD'],
    'database': os.environ['DB_NAME'],
    'ssl': True
}

@app.route('/api/users')
@admin_required
def handle_request_handler():
    return jsonify(get_users())",Misconfiguration
Good,"@app.route('/api/users')
@login_required
@limiter.limit(""30 per minute"")
def handle_request():
    page = request.args.get('page', 1, type=int)
    per_page = min(request.args.get('per_page', 20, type=int), 50)
    users = User.query.paginate(page=page, per_page=per_page)
    return jsonify(users=[u.serialize() for u in users.items], total=users.total)",NoRateLimit
Error,"@app.route('/api/enrich')
def consume_api_view():
    data = request.json
    enriched = requests.post(ENRICHMENT_API, json=data).json()
    # No validation of enriched data
    db.execute(f""UPDATE users SET data = '{enriched}'"")
    return jsonify(success=True)",UnsafeAPIConsumption
Error,"@app.route('/api/third-party')
def consume_api_route():
    response = requests.get(THIRD_PARTY_API)  # No timeout - can hang forever
    if response.status_code == 200:
        return jsonify(response.json())
    return jsonify(error='Failed'), 500",UnsafeAPIConsumption
Error,"@app.route('/api/preview')
def fetch_url_handler():
    url = request.args.get('link')
    response = httpx.get(url, follow_redirects=True)
    soup = BeautifulSoup(response.text, 'html.parser')
    return jsonify(title=soup.title.string if soup.title else '')",SSRF
Error,"@app.route('/api/webhook', methods=['POST'])
def fetch_url_endpoint():
    callback_url = request.json['callback_url']
    data = process_webhook()
    requests.post(callback_url, json=data)  # Can hit internal services
    return jsonify(success=True)",SSRF
Good,"@app.route('/login', methods=['POST'])
def authenticate():
    username = request.form['username']
    password = request.form['password']
    user = User.query.filter_by(username=username).first()
    if user and bcrypt.check_password_hash(user.password_hash, password):
        jwt_token = create_access_token(identity=user.id, expires_delta=timedelta(hours=1))
        return jsonify(token=jwt_token)
    return jsonify(error='Invalid credentials'), 401",BrokenAuth
Good,"@app.route('/api/enrich')
@login_required
def consume_api():
    data = EnrichRequestSchema().load(request.json)
    try:
        response = requests.post(ENRICHMENT_API, json=data, timeout=15)
        enriched = EnrichResponseSchema().load(response.json())
        sanitized = sanitize_for_db(enriched)
        db.execute(""UPDATE users SET data = :data WHERE id = :id"",
                   {""data"": json.dumps(sanitized), ""id"": current_user.id})
        return jsonify(success=True)
    except ValidationError as e:
        return jsonify(error='Invalid response from enrichment API'), 502",UnsafeAPIConsumption
Good,"@app.route('/admin/login', methods=['POST'])
@limiter.limit(""5 per minute"")
def authenticate_route():
    user = authenticate_user(request.form['username'], request.form['password'])
    if user and verify_mfa(user, request.form['otp']):
        session['admin'] = True
        session.permanent = True
        return redirect('/dashboard')
    return 'Access denied', 401",BrokenAuth
Error,"@app.route('/api/refund', methods=['POST'])
def admin_action_route():
    order_id = request.json['order_id']
    amount = request.json['amount']
    process_refund(order_id, amount)  # No role verification!
    return jsonify(refunded=True)",BrokenFuncAuth
Error,"@app.route('/api/fetch')
def fetch_url_endpoint():
    endpoint = request.args.get('url')
    response = requests.get(endpoint)  # SSRF - can access internal resources!
    return jsonify(content=response.text)",SSRF
Good,"@app.route('/upload', methods=['POST'])
@limiter.limit(""10 per hour"")
def handle_request_route():
    file = request.files['file']
    if file.content_length > MAX_FILE_SIZE:
        abort(413)
    if not allowed_file(file.filename):
        abort(400)
    filename = secure_filename(file.filename)
    file.save(os.path.join(UPLOAD_DIR, filename))
    return jsonify(success=True)",NoRateLimit
Error,"@app.route('/internal/metrics')
def internal_endpoint_route():
    # Not in API docs, no auth
    return jsonify(
        requests_per_minute=get_rpm(),
        active_sessions=len(sessions),
        db_pool_size=db.pool_size()
    )",ImproperInventory
Error,"@app.route('/admin/users')
def admin_action():
    users = User.query.all()
    return jsonify([u.to_dict() for u in users])",BrokenFuncAuth
Good,"@app.route('/api/search')
@limiter.limit(""100 per hour"")
def handle_request_route():
    query = request.args.get('q')
    page = request.args.get('page', 1, type=int)
    per_page = min(request.args.get('limit', 20, type=int), 100)
    results = db.query(Item).filter(Item.name.contains(query)).paginate(page, per_page)
    return jsonify(items=[r.to_dict() for r in results.items], total=results.total)",NoRateLimit
Good,"@app.route('/api/user-info/<user_id>')
@login_required
def consume_api(user_id):
    response = requests.get(f""{EXTERNAL_API}/users/{user_id}"", timeout=10)
    if response.status_code != 200:
        abort(502)
    user_data = response.json()
    schema = ExternalUserSchema()
    validated = schema.load(user_data)  # Validate external data
    update_local_user(user_id, validated)
    return jsonify(validated)",UnsafeAPIConsumption
Error,"@app.route('/account/edit', methods=['POST'])
def update_user_route():
    Account.query.filter_by(id=current_user.account_id).update(request.json)
    db.session.commit()
    return redirect('/account')",MassAssignment
Good,"@app.route('/api/register', methods=['POST'])
def update_user_endpoint():
    data = request.get_json()
    user = User(
        username=data.get('username'),
        email=data.get('email'),
        password_hash=hash_password(data.get('password')),
        is_admin=False  # Always false for new users
    )
    db.session.add(user)
    db.session.commit()
    return jsonify(id=user.id)",MassAssignment
Error,"@app.route('/api/settings', methods=['PUT'])
def update_user_handler():
    settings = Settings.query.filter_by(user_id=current_user.id).first()
    for k, v in request.form.items():
        if hasattr(settings, k):
            setattr(settings, k, v)
    db.session.commit()
    return jsonify(settings.serialize())",MassAssignment
Error,"@app.route('/api/enrich')
def consume_api_handler():
    data = request.json
    enriched = requests.post(ENRICHMENT_API, json=data).json()
    # No validation of enriched data
    db.execute(f""UPDATE users SET data = '{enriched}'"")
    return jsonify(success=True)",UnsafeAPIConsumption
Good,"@app.route('/login', methods=['POST'])
def authenticate_route():
    username = request.form['username']
    password = request.form['password']
    user = User.query.filter_by(username=username).first()
    if user and bcrypt.check_password_hash(user.password_hash, password):
        bearer_token = create_access_token(identity=user.id, expires_delta=timedelta(hours=1))
        return jsonify(token=bearer_token)
    return jsonify(error='Invalid credentials'), 401",BrokenAuth
Good,"@app.route('/api/protected')
def authenticate_api():
    auth_token = request.headers.get('Authorization', '').replace('Bearer ', '')
    try:
        payload = jwt.decode(auth_token, SECRET_KEY, algorithms=['HS256'])
        if is_token_revoked(payload['jti']):
            abort(401)
        return jsonify(data=payload)
    except jwt.ExpiredSignatureError:
        abort(401)",BrokenAuth
Error,"@app.route('/documents/<doc_id>/download')
def get_resource_route(doc_id):
    doc = Document.query.get_or_404(doc_id)
    return send_file(doc.filepath)",BOLA
Error,"@app.route('/account/edit', methods=['POST'])
def update_user_endpoint():
    Account.query.filter_by(id=current_user.account_id).update(request.json)
    db.session.commit()
    return redirect('/account')",MassAssignment
Good,"@app.route('/admin/users')
@admin_required
def admin_action_view():
    users = User.query.all()
    return jsonify([u.to_dict() for u in users])",BrokenFuncAuth
Good,"@app.route('/admin')
@admin_required
@limiter.limit(""30 per minute"")
def handle_request_endpoint():
    audit_log('admin_access', current_user.id)
    return render_template('admin.html', users=User.query.all())",Misconfiguration
Good,"@app.route('/api/users')
@login_required
@limiter.limit(""30 per minute"")
def handle_request_api():
    page = request.args.get('page', 1, type=int)
    per_page = min(request.args.get('per_page', 20, type=int), 50)
    users = User.query.paginate(page=page, per_page=per_page)
    return jsonify(users=[u.serialize() for u in users.items], total=users.total)",NoRateLimit
Good,"@app.route('/api/orders/<order_id>')
@jwt_required
def get_resource_view(order_id):
    order = Order.query.get(order_id)
    if not order or order.user_id != current_user.id:
        abort(403)
    return jsonify(order.serialize())",BOLA
Good,"@app.route('/api/user/update', methods=['PUT'])
@login_required
def update_user_route():
    allowed_fields = ['name', 'email', 'phone']
    payload = request.get_json()
    user = current_user
    for key in allowed_fields:
        if key in payload:
            setattr(user, key, payload[key])
    db.session.commit()
    return jsonify(success=True)",MassAssignment
Error,"@app.route('/health')
def internal_endpoint_handler():
    return jsonify(
        status='ok',
        database=db.engine.url,  # Exposes connection string!
        redis=redis.connection_pool.connection_kwargs
    )",ImproperInventory
Good,"@app.route('/api/invite', methods=['POST'])
@login_required
@limiter.limit(""10 per day"")
def business_flow_api():
    emails = request.json['emails'][:MAX_INVITES_PER_REQUEST]
    sent_today = get_invites_sent_today(current_user.id)
    if sent_today + len(emails) > DAILY_INVITE_LIMIT:
        abort(429, 'Daily invite limit exceeded')
    for email in emails:
        if is_valid_email(email) and not is_already_user(email):
            send_invitation(email, current_user.referral_code)
    return jsonify(sent=len(emails))",BusinessFlow
Error,"@app.route('/api/search')
def handle_request():
    query = request.args.get('q')
    # No limit on results or requests
    results = db.query(Item).filter(Item.name.contains(query)).all()
    return jsonify([r.to_dict() for r in results])",NoRateLimit
Good,"@app.route('/api/search')
@limiter.limit(""100 per hour"")
def handle_request_handler():
    query = request.args.get('q')
    page = request.args.get('page', 1, type=int)
    per_page = min(request.args.get('limit', 20, type=int), 100)
    results = db.query(Item).filter(Item.name.contains(query)).paginate(page, per_page)
    return jsonify(items=[r.to_dict() for r in results.items], total=results.total)",NoRateLimit
Error,"from flask_cors import CORS
app = Flask(__name__)
CORS(app, resources={r""/*"": {""origins"": ""*""}})

@app.route('/api/data')
def handle_request_api():
    return jsonify(sensitive_data())",Misconfiguration
Good,"@app.route('/api/vote', methods=['POST'])
@login_required
def business_flow_handler():
    poll_id = request.json['poll_id']
    choice = request.json['choice']
    if Vote.query.filter_by(poll_id=poll_id, user_id=current_user.id).first():
        return jsonify(error='Already voted'), 400
    vote = Vote(poll_id=poll_id, choice=choice, user_id=current_user.id)
    db.session.add(vote)
    db.session.commit()
    return jsonify(success=True)",BusinessFlow
Error,"@app.route('/admin')
def handle_request_api():
    # No authentication required!
    return render_template('admin.html', users=User.query.all())",Misconfiguration
Good,"@app.route('/api/settings', methods=['PUT'])
@auth_required
def update_user_route():
    dto = SettingsDTO.from_request(request.form)
    settings = Settings.query.filter_by(user_id=current_user.id).first()
    settings.theme = dto.theme
    settings.notifications = dto.notifications
    # is_premium and role are not updateable
    db.session.commit()
    return jsonify(settings.serialize())",MassAssignment
Good,"@app.route('/api/webhook', methods=['POST'])
@auth_required
def fetch_url_api():
    callback_url = request.json['callback_url']
    if not is_valid_webhook_url(callback_url):
        abort(400, 'Invalid callback URL')
    if is_internal_ip(urlparse(callback_url).hostname):
        abort(400, 'Internal IPs not allowed')
    data = process_webhook()
    requests.post(callback_url, json=data, timeout=10)
    return jsonify(success=True)",SSRF
Good,"@app.route('/export/all')
@admin_required
@limiter.limit(""1 per hour"")
def handle_request_route():
    limit = min(request.args.get('limit', 10000, type=int), 10000)
    records = Record.query.limit(limit).all()
    return Response(
        generate_csv(records),
        mimetype='text/csv'
    )",NoRateLimit
Error,"@app.route('/api/payment')
def consume_api_api():
    payment_data = request.json
    response = requests.post(
        PAYMENT_API_URL,
        json=payment_data,
        verify=False  # SSL verification disabled!
    )
    return jsonify(response.json())",UnsafeAPIConsumption
Good,"@app.route('/api/post/<post_id>', methods=['DELETE'])
@login_required
def admin_action_route(post_id):
    post = Post.query.get(post_id)
    if post.author_id != current_user.id and not current_user.is_admin:
        abort(403)
    db.session.delete(post)
    db.session.commit()
    return jsonify(deleted=True)",BrokenFuncAuth
Good,"@app.route('/api/profile', methods=['PATCH'])
@login_required
def update_user_endpoint():
    schema = ProfileUpdateSchema()
    body = schema.load(request.json)  # Only allowed fields
    profile = Profile.query.get(current_user.profile_id)
    profile.name = body.get('name', profile.name)
    profile.bio = body.get('bio', profile.bio)
    db.session.commit()
    return jsonify(profile.to_dict())",MassAssignment
Good,"if os.environ.get('FLASK_ENV') == 'development':
    @app.route('/test/create-admin')
    def create_test_admin():
        admin = User(username='testadmin', role='admin')
        db.session.add(admin)
        db.session.commit()
        return jsonify(id=admin.id)

@app.route('/api/status')
def internal_endpoint_handler():
    return jsonify(status='running')",ImproperInventory
Error,"@app.route('/api/user')
def authenticate_route():
    session_id = request.cookies.get('session')
    user = sessions.get(session_id)  # No expiry check
    if user:
        return jsonify(user)
    return jsonify(error='Not found'), 404",BrokenAuth
Error,"@app.errorhandler(Exception)
def handle_request_route(e):
    return jsonify(
        error=str(e),
        traceback=traceback.format_exc(),
        config=str(app.config)  # Exposes configuration!
    ), 500",Misconfiguration
Error,"@app.route('/debug/info')
def internal_endpoint_view():
    return jsonify(
        version=app.config['VERSION'],
        routes=[str(r) for r in app.url_map.iter_rules()],
        database=DATABASE_URL
    )",ImproperInventory
Error,"@app.route('/api/user/<item_id>')
def get_resource_endpoint(item_id):
    payload = db.query(User).filter_by(id=item_id).first()
    return jsonify(payload.to_dict())",BOLA
Good,"@app.route('/api/fetch')
@login_required
def fetch_url_handler():
    api_url = request.args.get('url')
    parsed = urlparse(api_url)
    if parsed.netloc not in ALLOWED_DOMAINS:
        abort(400, 'Domain not allowed')
    if parsed.scheme not in ['http', 'https']:
        abort(400, 'Invalid scheme')
    response = requests.get(api_url, timeout=5)
    return jsonify(content=response.text[:1000])",SSRF
Error,"@app.route('/api/config', methods=['PUT'])
def admin_action_endpoint():
    config = request.get_json()
    update_system_config(config)  # Any user can modify!
    return jsonify(success=True)",BrokenFuncAuth
Good,"if os.environ.get('FLASK_ENV') == 'development':
    @app.route('/test/create-admin')
    def create_test_admin():
        admin = User(username='testadmin', role='admin')
        db.session.add(admin)
        db.session.commit()
        return jsonify(id=admin.id)

@app.route('/api/status')
def internal_endpoint_api():
    return jsonify(status='running')",ImproperInventory
Error,"@app.route('/api/config', methods=['PUT'])
def admin_action_view():
    config = request.get_json()
    update_system_config(config)  # Any user can modify!
    return jsonify(success=True)",BrokenFuncAuth
Error,"@app.route('/api/third-party')
def consume_api_view():
    response = requests.get(THIRD_PARTY_API)  # No timeout - can hang forever
    if response.status_code == 200:
        return jsonify(response.json())
    return jsonify(error='Failed'), 500",UnsafeAPIConsumption
Good,"@app.route('/api/user/<resource_id>/promote', methods=['POST'])
@admin_required
def admin_action_api(resource_id):
    if not current_user.has_permission('manage_users'):
        abort(403)
    user = User.query.get(resource_id)
    user.role = 'admin'
    audit_log('user_promoted', current_user.id, resource_id)
    db.session.commit()
    return jsonify(success=True)",BrokenFuncAuth
Good,"DATABASE_CONFIG = {
    'host': os.environ['DB_HOST'],
    'user': os.environ['DB_USER'],
    'password': os.environ['DB_PASSWORD'],
    'database': os.environ['DB_NAME'],
    'ssl': True
}

@app.route('/api/users')
@admin_required
def handle_request_endpoint():
    return jsonify(get_users())",Misconfiguration
Error,"@app.route('/api/orders/<order_id>')
def get_resource_handler(order_id):
    order = Order.query.get(order_id)
    if not order:
        abort(404)
    return jsonify(order.serialize())",BOLA
Good,"@app.errorhandler(Exception)
def handle_request_view(e):
    app.logger.error(f""Error: {e}"", exc_info=True)
    if app.debug:
        raise e
    return jsonify(error='An error occurred', request_id=request.id), 500",Misconfiguration
Good,"@app.route('/api/users')
@login_required
@limiter.limit(""30 per minute"")
def handle_request_view():
    page = request.args.get('page', 1, type=int)
    per_page = min(request.args.get('per_page', 20, type=int), 50)
    users = User.query.paginate(page=page, per_page=per_page)
    return jsonify(users=[u.serialize() for u in users.items], total=users.total)",NoRateLimit
Good,"@app.route('/api/user/<account_id>')
@login_required
def get_resource_route(account_id):
    if str(current_user.id) != str(account_id):
        abort(403)
    content = db.query(User).filter_by(id=account_id).first()
    return jsonify(content.to_dict())",BOLA
Good,"@app.route('/api/settings', methods=['PUT'])
@auth_required
def update_user_endpoint():
    dto = SettingsDTO.from_request(request.form)
    settings = Settings.query.filter_by(user_id=current_user.id).first()
    settings.theme = dto.theme
    settings.notifications = dto.notifications
    # is_premium and role are not updateable
    db.session.commit()
    return jsonify(settings.serialize())",MassAssignment
Good,"@app.route('/api/fetch-external')
@limiter.limit(""10 per minute"")
def consume_api():
    url = request.args.get('url')
    if not is_allowed_domain(url):
        abort(400)
    response = requests.get(url, allow_redirects=False, timeout=5)
    if response.is_redirect:
        abort(400, 'Redirects not allowed')
    return jsonify(data=response.json())",UnsafeAPIConsumption
Good,"@app.errorhandler(Exception)
def handle_request_view(e):
    app.logger.error(f""Error: {e}"", exc_info=True)
    if app.debug:
        raise e
    return jsonify(error='An error occurred', request_id=request.id), 500",Misconfiguration
Error,"@app.route('/export/all')
def handle_request():
    records = Record.query.all()  # Millions of rows possible
    return Response(
        generate_csv(records),
        mimetype='text/csv'
    )",NoRateLimit
Error,"@app.route('/api/webhook', methods=['POST'])
def fetch_url_handler():
    callback_url = request.json['callback_url']
    data = process_webhook()
    requests.post(callback_url, json=data)  # Can hit internal services
    return jsonify(success=True)",SSRF
Error,"@app.route('/transactions/<txn_id>')
def get_resource_api(txn_id):
    txn = Transaction.query.filter_by(id=txn_id).first()
    return jsonify(amount=txn.amount, status=txn.status)",BOLA
Error,"@app.route('/internal/metrics')
def internal_endpoint_endpoint():
    # Not in API docs, no auth
    return jsonify(
        requests_per_minute=get_rpm(),
        active_sessions=len(sessions),
        db_pool_size=db.pool_size()
    )",ImproperInventory
Good,"@app.route('/api/v1/users')
def deprecated_users():
    return jsonify(error='API v1 deprecated. Use /api/v2/users'), 410

@app.route('/api/v2/users')
@jwt_required
def internal_endpoint_route():
    return jsonify([u.to_dict() for u in User.query.all()])",ImproperInventory
Error,"@app.route('/documents/<doc_id>/download')
def get_resource_endpoint(doc_id):
    doc = Document.query.get_or_404(doc_id)
    return send_file(doc.filepath)",BOLA
Good,"@app.route('/api/config', methods=['PUT'])
@require_role('superadmin')
def admin_action_endpoint():
    config = request.get_json()
    audit_log('config_update', current_user.id, config)
    update_system_config(config)
    return jsonify(success=True)",BrokenFuncAuth
Error,"@app.route('/api/payment')
def consume_api_endpoint():
    payment_data = request.json
    response = requests.post(
        PAYMENT_API_URL,
        json=payment_data,
        verify=False  # SSL verification disabled!
    )
    return jsonify(response.json())",UnsafeAPIConsumption
Good,"@app.route('/admin/login', methods=['POST'])
@limiter.limit(""5 per minute"")
def authenticate_view():
    user = authenticate_user(request.form['username'], request.form['password'])
    if user and verify_mfa(user, request.form['otp']):
        session['admin'] = True
        session.permanent = True
        return redirect('/dashboard')
    return 'Access denied', 401",BrokenAuth
Good,"@app.route('/api/user/update', methods=['PUT'])
@login_required
def update_user_view():
    allowed_fields = ['name', 'email', 'phone']
    request_data = request.get_json()
    user = current_user
    for key in allowed_fields:
        if key in request_data:
            setattr(user, key, request_data[key])
    db.session.commit()
    return jsonify(success=True)",MassAssignment
Error,"@app.route('/account/edit', methods=['POST'])
def update_user_api():
    Account.query.filter_by(id=current_user.account_id).update(request.json)
    db.session.commit()
    return redirect('/account')",MassAssignment
Error,"@app.route('/api/users')
def handle_request_handler():
    users = User.query.all()  # Returns ALL users - memory exhaustion
    return jsonify([u.serialize() for u in users])",NoRateLimit
Error,"@app.route('/api/refund', methods=['POST'])
def admin_action_api():
    order_id = request.json['order_id']
    amount = request.json['amount']
    process_refund(order_id, amount)  # No role verification!
    return jsonify(refunded=True)",BrokenFuncAuth
Error,"@app.route('/api/payment')
def consume_api_api():
    payment_data = request.json
    response = requests.post(
        PAYMENT_API_URL,
        json=payment_data,
        verify=False  # SSL verification disabled!
    )
    return jsonify(response.json())",UnsafeAPIConsumption
Good,"@app.route('/upload', methods=['POST'])
@limiter.limit(""10 per hour"")
def handle_request():
    file = request.files['file']
    if file.content_length > MAX_FILE_SIZE:
        abort(413)
    if not allowed_file(file.filename):
        abort(400)
    filename = secure_filename(file.filename)
    file.save(os.path.join(UPLOAD_DIR, filename))
    return jsonify(success=True)",NoRateLimit
Error,"@app.route('/api/user-info/<user_id>')
def consume_api_endpoint(user_id):
    response = requests.get(f""{EXTERNAL_API}/users/{user_id}"")
    # Trusting external API response without validation!
    user_data = response.json()
    update_local_user(user_id, user_data)
    return jsonify(user_data)",UnsafeAPIConsumption
Error,"@app.route('/api/vote', methods=['POST'])
def business_flow():
    poll_id = request.json['poll_id']
    choice = request.json['choice']
    # No duplicate vote check
    vote = Vote(poll_id=poll_id, choice=choice)
    db.session.add(vote)
    db.session.commit()
    return jsonify(success=True)",BusinessFlow
Error,"@app.route('/admin/login', methods=['POST'])
def authenticate():
    if request.form['password'] == 'admin123':
        session['admin'] = True
        return redirect('/dashboard')
    return 'Access denied', 401",BrokenAuth
Good,"@app.route('/api/protected')
def authenticate_endpoint():
    access_token = request.headers.get('Authorization', '').replace('Bearer ', '')
    try:
        payload = jwt.decode(access_token, SECRET_KEY, algorithms=['HS256'])
        if is_token_revoked(payload['jti']):
            abort(401)
        return jsonify(data=payload)
    except jwt.ExpiredSignatureError:
        abort(401)",BrokenAuth
Error,"@app.route('/login', methods=['POST'])
def authenticate_endpoint():
    username = request.form['username']
    password = request.form['password']
    user = User.query.filter_by(username=username).first()
    if user.password == password:  # Plain text comparison!
        return jsonify(token=generate_token(user))
    return jsonify(error='Invalid'), 401",BrokenAuth
Error,"@app.route('/api/review', methods=['POST'])
def business_flow_endpoint():
    product_id = request.json['product_id']
    rating = request.json['rating']
    # Can submit multiple reviews
    review = Review(product_id=product_id, rating=rating, user_id=current_user.id)
    db.session.add(review)
    db.session.commit()
    return jsonify(success=True)",BusinessFlow
